ENCODED_MCT,MCT_NM,HPSN_MCT_BZN_CD_NM,HPSN_MCT_ZCD_NM,MCT_BSE_AR,MCT_BRD_NUM,MCT_SIGUNGU_NM,ARE_D,MCT_ME_D,MCT_OPE_MS_CN_latest,RC_M1_SAA_latest,RC_M1_TO_UE_CT_latest,RC_M1_UE_CUS_CN_latest,RC_M1_AV_NP_AT_latest,APV_CE_RAT_latest,DLV_SAA_RAT_mean,M1_SME_RY_SAA_RAT_mean,M1_SME_RY_CNT_RAT_mean,M12_SME_RY_SAA_PCE_RT_mean,M12_SME_BZN_SAA_PCE_RT_mean,M12_SME_RY_ME_MCT_RAT_mean,M12_SME_BZN_ME_MCT_RAT_mean,M12_MAL_1020_RAT_mean,M12_MAL_30_RAT_mean,M12_MAL_40_RAT_mean,M12_MAL_50_RAT_mean,M12_MAL_60_RAT_mean,M12_FME_1020_RAT_mean,M12_FME_30_RAT_mean,M12_FME_40_RAT_mean,M12_FME_50_RAT_mean,M12_FME_60_RAT_mean,MCT_UE_CLN_REU_RAT_mean,MCT_UE_CLN_NEW_RAT_mean,RC_M1_SHC_RSD_UE_CLN_RAT_mean,RC_M1_SHC_WP_UE_CLN_RAT_mean,RC_M1_SHC_FLP_UE_CLN_RAT_mean,data_month_count,latest_data_month
BAACCE3A2C,좋은**,장한평자동차,식료품,서울 성동구 용답동,,서울 성동구,20130305,,2_10-25%,5_75-90%,4_50-75%,4_50-75%,5_75-90%,1_상위1구간,,23.204166666666666,58.737500000000004,30.599999999999998,32.800000000000004,12.166666666666666,6.370833333333334,0.7808041666666666,4.154858333333333,7.4728208333333335,9.83945,17.944837500000002,1.1525291666666666,6.161808333333333,11.1105125,14.643883333333333,26.721829166666666,25.66,6.703749999999999,0.3625,1.05,98.575,24,2024-12-01
9D085B6A2F,동부**,장한평자동차,백반/가정식,서울  성동구  용답동,,서울 성동구,20110329,,2_10-25%,5_75-90%,4_50-75%,4_50-75%,5_75-90%,1_상위1구간,,31.349999999999998,87.64583333333333,41.170833333333334,24.837500000000002,19.870833333333334,6.370833333333334,1.7837541666666665,10.890875,14.614287500000001,19.0909,19.665675,0.9370791666666666,6.2632916666666665,7.031545833333333,10.463266666666668,9.250991666666666,55.23041666666666,5.950833333333333,1.0041666666666667,19.7,79.29583333333333,24,2024-12-01
6D8F7BBA89,고향**,장한평자동차,한식-단품요리일반,서울  성동구  용답동,,서울 성동구,20030421,,1_10%이하,2_10-25%,2_10-25%,3_25-50%,3_25-50%,1_상위1구간,,195.29166666666666,323.0833333333333,9.2875,6.104166666666667,19.870833333333334,6.370833333333334,2.3147208333333333,7.580575,13.631075000000001,23.419608333333333,35.009504166666666,0.5061125,1.6652583333333333,2.998091666666667,5.159558333333334,7.7071625,33.53791666666667,7.146666666666667,6.958333333333333,34.28333333333333,58.74583333333334,24,2024-12-01
CA4136E334,와이************,장한평자동차,건강식품,서울 성동구 천호대로 440.,,서울 성동구,20221021,,4_50-75%,1_10%이하,5_75-90%,5_75-90%,1_10%이하,1_상위1구간,,360.68333333333334,22.520833333333332,19.904166666666665,24.491666666666664,9.958333333333334,6.370833333333334,1.7595045454545455,13.124681818181818,24.254931818181817,9.27480909090909,7.318227272727273,1.6041318181818183,4.5935,23.963250000000002,7.425190909090909,6.6999545454545455,34.429545454545455,17.51681818181818,0.0,5.7714285714285705,94.22857142857143,24,2024-12-01
0AFA56720B,재동***,장한평자동차,백반/가정식,서울 성동구 자동차시장1길 34,,서울 성동구,20020430,,1_10%이하,3_25-50%,4_50-75%,4_50-75%,2_10-25%,1_상위1구간,,81.21249999999999,82.1125,22.075,12.7875,19.870833333333334,6.370833333333334,7.100241666666666,17.1379375,15.001925,17.724025,19.197933333333335,2.220591666666667,5.457895833333333,4.568908333333334,5.555141666666667,6.0354,31.509583333333335,6.482916666666667,16.266666666666666,24.59583333333333,59.145833333333336,24,2024-12-01
6B4A395662,맛나**,장한평자동차,백반/가정식,서울 성동구 자동차시장1길 70,,서울 성동구,20150520,,2_10-25%,5_75-90%,5_75-90%,5_75-90%,3_25-50%,1_상위1구간,,38.90833333333333,13.008333333333333,44.49166666666667,31.004166666666666,19.870833333333334,6.370833333333334,2.8780249999999996,3.955795833333333,2.391925,16.431854166666668,10.907033333333333,1.6011416666666667,10.981704166666667,10.308075,17.626479166666666,22.892966666666666,33.82416666666666,8.319583333333332,4.304166666666666,18.400000000000002,77.29166666666667,24,2024-12-01
389E239904,용답****,장한평자동차,기사식당,서울 성동구 천호대로 352-13.,,서울 성동구,20130725,,2_10-25%,1_10%이하,1_10%이하,2_10-25%,3_25-50%,4_상위4구간,,437.15000000000003,379.91249999999997,2.9875000000000003,3.4875000000000003,9.504166666666666,6.370833333333334,5.576270833333333,10.264420833333334,16.130441666666666,25.424475,24.0650875,1.2820625,2.3439125,3.6820583333333334,5.771358333333333,5.4474124999999995,35.38875,6.545416666666667,13.0375,20.4875,66.46249999999999,24,2024-12-01
1EAFF3E9E0,삼미**,장한평자동차,한식-육류/고기,서울 성동구 천호대로 396-15.,,서울 성동구,20061025,,1_10%이하,3_25-50%,3_25-50%,4_50-75%,3_25-50%,1_상위1구간,0.6666666666666666,103.0625,106.375,19.079166666666666,11.133333333333333,19.8625,6.370833333333334,3.634154166666667,10.342691666666667,10.651683333333333,14.911945833333334,15.036958333333333,2.7658458333333336,8.228141666666668,9.41915,12.846387499999999,12.163041666666667,28.491249999999997,6.73875,7.554166666666667,25.541666666666668,66.90416666666667,24,2024-12-01
9304FF81A2,이조***,장한평자동차,한식-국밥/설렁탕,서울 성동구 자동차시장1길 70.,,서울 성동구,20140321,,2_10-25%,4_50-75%,3_25-50%,4_50-75%,4_50-75%,1_상위1구간,,26.295833333333334,69.12916666666668,50.72083333333333,31.425,16.904166666666665,6.370833333333334,2.3649291666666667,8.649108333333333,15.005795833333332,20.034258333333334,35.36790833333333,0.5225708333333333,1.971725,3.4650374999999998,4.611575,7.998758333333334,50.72958333333333,5.735833333333333,7.829166666666667,45.275,46.90416666666667,24,2024-12-01
202F736EBC,화목***,장한평자동차,백반/가정식,서울 성동구 자동차시장1길 90.,,서울 성동구,20131202,,2_10-25%,5_75-90%,5_75-90%,5_75-90%,4_50-75%,1_상위1구간,,5.3999999999999995,11.479166666666666,73.09166666666667,53.80416666666667,19.870833333333334,6.370833333333334,2.0563125,3.0112083333333337,21.211741666666665,22.863812499999998,45.90058333333334,0.15202083333333333,0.11795833333333333,0.8882583333333334,1.1820208333333333,2.6494166666666668,25.862083333333334,8.62125,0.8333333333333334,65.87916666666666,33.2875,24,2024-12-01
0FA542A8DB,대지**,장한평자동차,카페,서울 성동구 자동차시장1길 70 .,,서울 성동구,20190625,,3_25-50%,5_75-90%,5_75-90%,5_75-90%,4_50-75%,1_상위1구간,,2.5833333333333335,2.066666666666667,84.90833333333333,63.1,13.516666666666666,6.370833333333334,0.0,1.0241416666666667,16.304158333333334,18.254691666666666,37.66556666666667,0.0,0.230025,6.312508333333334,6.820308333333333,13.380266666666666,19.124583333333334,8.827916666666667,5.4875,21.5,73.0125,24,2024-12-01
9042A5401C,비바***,장한평자동차,카페,서울 성동구 자동차시장1길 96 .,,서울 성동구,20181004,20250806.0,3_25-50%,4_50-75%,3_25-50%,3_25-50%,4_50-75%,5_상위5구간,57.08095238095238,42.09166666666667,43.291666666666664,43.112500000000004,33.237500000000004,13.216666666666667,6.370833333333334,11.653121739130434,22.212260869565217,9.005939130434783,7.7459608695652165,2.976095652173913,9.907747826086956,19.39208695652174,7.785365217391305,6.723604347826087,2.5630347826086957,31.802608695652175,16.597391304347827,15.839130434782609,19.565217391304348,64.59565217391305,24,2024-12-01
BF872A7E89,매머**************,장한평자동차,카페,서울특별시 성동구 천호대로 400,카페4,서울 성동구,20170306,,3_25-50%,4_50-75%,2_10-25%,3_25-50%,5_75-90%,1_상위1구간,1.175,97.19166666666666,126.29166666666667,19.8875,14.595833333333333,13.516666666666666,6.370833333333334,17.65945,25.164433333333335,13.119808333333333,6.8207625,3.8161375,8.857216666666666,12.6439,6.601025,3.4084041666666667,1.9171958333333334,33.36083333333333,6.972083333333334,16.108333333333334,23.900000000000002,60.012499999999996,24,2024-12-01
BA9B0547FD,투썸**********,장한평자동차,커피전문점,서울특별시 성동구 천호대로 416,커피전문점13,서울 성동구,20230717,,5_75-90%,2_10-25%,1_10%이하,1_10%이하,4_50-75%,4_상위4구간,2.78125,286.58888888888885,227.60000000000002,15.33888888888889,12.627777777777778,14.25,6.638888888888889,15.955533333333332,14.864672222222222,5.647455555555556,5.165572222222222,2.5073166666666666,20.244466666666668,18.851994444444443,7.1303222222222225,6.489983333333333,3.15935,30.92722222222222,20.530555555555555,19.983333333333334,8.077777777777778,71.92777777777778,18,2024-12-01
85C6B72386,메가***************,장한평자동차,커피전문점,서울특별시 성동구 천호대로 426,커피전문점2,서울 성동구,20240904,,6_90%초과(하위 10% 이하),2_10-25%,1_10%이하,1_10%이하,5_75-90%,3_상위3구간,,270.7,489.65,38.75,26.35,15.1,7.05,11.949475,15.442675,9.88305,10.243549999999999,7.05625,9.950525,12.857325,8.21695,8.53145,5.86875,28.54,50.2525,15.225000000000001,14.275,70.525,4,2024-12-01
C2A525F314,폭*,장한평자동차,일반 유흥주점,서울특별시 성동구 천호대로 426,,서울 성동구,20241115,,6_90%초과(하위 10% 이하),4_50-75%,5_75-90%,5_75-90%,1_10%이하,1_상위1구간,,68.3,32.4,73.45,49.55,19.049999999999997,6.85,4.63425,18.04515,9.02985,4.63425,4.63425,3.71575,31.95485,15.97015,3.71575,3.71575,7.145,71.43,0.0,16.65,83.35,2,2024-12-01
A523C21333,큐브******,장한평자동차,일반 유흥주점,서울특별시 성동구 천호대로 432,,서울 성동구,20210506,,4_50-75%,2_10-25%,5_75-90%,5_75-90%,1_10%이하,6_상위6구간(하위1구간),,53.3125,12.270833333333334,42.762499999999996,28.933333333333334,20.183333333333334,6.370833333333334,0.7381125000000001,1.2724083333333331,3.392633333333333,1.4669791666666667,0.8654166666666666,10.741054166666666,17.135925,37.0407,18.341354166666665,9.034583333333334,20.685416666666665,9.381666666666666,5.20625,0.0,94.79375,24,2024-12-01
F677279FBB,청해*,장한평자동차,중식당,서울 성동구 자동차시장1길 24-1.,중식당6,서울 성동구,20070629,,1_10%이하,3_25-50%,3_25-50%,3_25-50%,3_25-50%,4_상위4구간,,72.78333333333333,78.52916666666667,29.625,11.237499999999999,16.979166666666668,6.370833333333334,8.189283333333334,18.134262500000002,21.649495833333333,24.9165375,11.579749999999999,1.5148833333333334,3.3032375,4.029670833333333,4.579295833333333,2.1119166666666667,30.806250000000002,6.553333333333334,9.775,27.141666666666666,63.083333333333336,24,2024-12-01
65199A38DE,뚱이***,장한평자동차,포장마차,서울 성동구 자동차시장1길 30-10,,서울 성동구,20150713,,2_10-25%,5_75-90%,5_75-90%,5_75-90%,1_10%이하,1_상위1구간,,8.041666666666666,1.5833333333333333,70.2,51.51666666666667,20.033333333333335,6.370833333333334,0.0,0.0,40.8795,9.779758333333334,34.36914166666667,0.0,0.0,7.3705,2.5827416666666667,5.0183583333333335,10.571250000000001,8.222916666666666,0.0,60.0,40.0,24,2024-12-01
B5AD8350EE,동대******,장한평자동차,한식-찌개/전골,서울 성동구 자동차시장1길 94-15.,,서울 성동구,20180516,,3_25-50%,4_50-75%,3_25-50%,3_25-50%,4_50-75%,1_상위1구간,8.145833333333334,49.62083333333334,58.84583333333333,46.10833333333333,23.483333333333334,14.737499999999999,6.370833333333334,6.0850625,27.346254166666665,18.8580875,21.687854166666668,15.047475,0.8274374999999999,2.9079125,2.437745833333333,2.6871458333333336,2.1108583333333333,37.80291666666667,11.68,5.759090909090909,11.872727272727273,82.38636363636364,24,2024-12-01
2EAE67C0B4,바나********,장한평자동차,카페,서울특별시 성동구 천호대로 380-7,카페5,서울 성동구,20231110,,5_75-90%,3_25-50%,1_10%이하,1_10%이하,5_75-90%,2_상위2구간,3.358333333333333,169.57142857142858,245.74285714285716,30.357142857142858,21.57857142857143,14.514285714285714,6.707142857142857,14.972292857142858,20.16935,8.8768,5.256071428571429,1.7796571428571428,14.313421428571429,19.516364285714285,8.158914285714285,4.965357142857143,1.9846285714285712,39.04714285714285,26.667857142857144,18.02857142857143,23.92142857142857,58.021428571428565,14,2024-12-01
CED8E4AEE5,이도**,장한평자동차,카페,서울특별시 성동구 자동차시장1길 30,,서울 성동구,20200612,,3_25-50%,4_50-75%,4_50-75%,4_50-75%,4_50-75%,6_상위6구간(하위1구간),3.0708333333333333,36.11666666666667,32.72083333333333,43.6625,28.3625,13.516666666666666,6.370833333333334,15.030758333333333,28.07058333333333,10.915941666666667,6.578483333333334,3.409425,8.573408333333333,15.75025,6.0465583333333335,3.7298500000000003,1.8822416666666666,33.23083333333333,6.413333333333334,12.316666666666668,35.0875,52.574999999999996,24,2024-12-01
FB53D5547B,고*,장한평자동차,백반/가정식,서울특별시 성동구 자동차시장1길 30,,서울 성동구,20240328,,5_75-90%,4_50-75%,4_50-75%,4_50-75%,3_25-50%,1_상위1구간,1.7,35.68,58.879999999999995,61.04,42.339999999999996,18.729999999999997,6.94,12.36208888888889,20.536944444444444,11.0048,8.281877777777778,5.138466666666667,9.049022222222222,15.074166666666665,8.961866666666667,6.507011111111111,3.0837555555555554,16.316666666666666,32.90222222222222,13.077777777777778,29.566666666666663,57.333333333333336,10,2024-12-01
01EDD97C21,일카*,장한평자동차,커피전문점,서울특별시 성동구 자동차시장1길 39,,서울 성동구,20190208,,3_25-50%,4_50-75%,2_10-25%,3_25-50%,4_50-75%,3_상위3구간,8.9,100.60416666666667,83.70416666666667,19.150000000000002,13.991666666666667,13.299999999999999,6.370833333333334,14.500316666666668,22.9746,14.1545875,10.6579625,5.474091666666666,6.85385,10.942066666666667,6.741245833333333,5.083704166666666,2.6342416666666666,36.65208333333333,6.16125,15.483333333333334,29.52916666666667,54.979166666666664,24,2024-12-01
239818D1A0,의정*****,장한평자동차,한식-찌개/전골,서울특별시 성동구 자동차시장1길 39,한식-찌개/전골2,서울 성동구,20230817,,5_75-90%,3_25-50%,3_25-50%,3_25-50%,3_25-50%,1_상위1구간,,100.84117647058824,99.12941176470588,33.13529411764706,19.694117647058825,17.18235294117647,6.664705882352941,10.373229411764706,20.53324705882353,23.643135294117645,18.62178823529412,6.068364705882352,2.603241176470588,5.4785176470588235,6.286276470588235,4.789976470588235,1.6081058823529413,26.935294117647057,20.11941176470588,9.33529411764706,32.22941176470588,58.411764705882355,17,2024-12-01
3CFB121A76,한컵**,장한평자동차,청과물,서울특별시 성동구 자동차시장1길 41,,서울 성동구,20231012,,5_75-90%,4_50-75%,2_10-25%,3_25-50%,5_75-90%,1_상위1구간,,60.18,226.73333333333332,37.72,29.886666666666667,10.733333333333333,6.66,20.585193333333333,14.734373333333334,3.2235466666666666,3.3133266666666668,1.0711533333333334,27.32814,19.61896,4.296453333333333,4.386673333333333,1.4288466666666666,44.333999999999996,20.834,39.733333333333334,7.26,53.013333333333335,15,2024-12-01
34ADC7D5B3,카페**,장한평자동차,카페,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20231117,,5_75-90%,5_75-90%,4_50-75%,4_50-75%,5_75-90%,6_상위6구간(하위1구간),,19.82857142857143,19.2,68.52857142857142,48.285714285714285,14.757142857142856,6.707142857142857,3.600378571428571,10.752942857142857,9.614757142857144,29.05407142857143,34.49575,0.5139071428571429,1.5542,1.3566714285714288,4.1316428571428565,4.95425,23.926428571428573,24.24857142857143,6.457142857142857,36.364285714285714,57.17857142857143,14,2024-12-01
88E81CCBFD,코롱**,장한평자동차,식료품,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20221129,,4_50-75%,5_75-90%,4_50-75%,5_75-90%,4_50-75%,1_상위1구간,,13.9125,22.037499999999998,45.395833333333336,47.479166666666664,12.166666666666666,6.370833333333334,0.7098541666666667,14.5215625,17.04200416666667,21.632191666666667,26.796054166666664,0.17347916666666666,3.536770833333333,4.0746625,4.609475,6.8956124999999995,32.931666666666665,10.135416666666666,1.6375,35.229166666666664,63.13333333333333,24,2024-12-01
E6C9F20B2C,다*,장한평자동차,한정식,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20171031,,3_25-50%,4_50-75%,5_75-90%,5_75-90%,3_25-50%,1_상위1구간,,25.670833333333334,26.166666666666668,41.9375,26.991666666666664,19.870833333333334,6.370833333333334,9.3913,15.960404166666669,15.777008333333335,32.22000416666666,13.664716666666665,1.4878666666666664,2.1645958333333333,2.4604916666666665,5.021662500000001,1.8519500000000002,33.693333333333335,5.401666666666666,21.441666666666666,19.508333333333333,59.05416666666667,24,2024-12-01
D8D8741AE4,밀물**,장한평자동차,백반/가정식,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20190422,,3_25-50%,4_50-75%,4_50-75%,4_50-75%,4_50-75%,1_상위1구간,,34.72083333333333,70.92083333333333,41.28333333333333,25.433333333333334,19.870833333333334,6.370833333333334,0.7095291666666667,5.967804166666667,14.680491666666667,20.5518125,49.23715416666667,0.07380416666666666,0.5780291666666667,1.4278416666666667,1.9856875,4.7795125,44.49791666666667,5.8425,2.2875,62.74583333333334,34.979166666666664,24,2024-12-01
CACF934A33,남도**,장한평자동차,백반/가정식,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20191202,,3_25-50%,4_50-75%,3_25-50%,4_50-75%,4_50-75%,1_상위1구간,,44.15416666666667,125.575,38.775,24.333333333333332,19.870833333333334,6.370833333333334,2.2039916666666666,8.3194625,15.442966666666665,26.714445833333333,35.286345833333336,0.312675,1.1722041666666667,2.1237,3.6980541666666666,4.7219875,34.6975,7.33625,8.2125,33.199999999999996,58.5875,24,2024-12-01
D757DF77E2,전라***,장한평자동차,백반/가정식,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20210330,,4_50-75%,4_50-75%,4_50-75%,5_75-90%,4_50-75%,1_상위1구간,,35.1,57.862500000000004,45.02916666666667,30.104166666666668,19.870833333333334,6.370833333333334,2.2468166666666667,3.5286666666666666,6.5151,18.697979166666666,21.2337375,1.4781833333333332,4.179666666666667,6.1599,12.539520833333334,23.416262500000002,27.752916666666668,7.093333333333333,7.7749999999999995,28.604166666666668,63.62083333333334,24,2024-12-01
3D56F4D9D7,영광**,장한평자동차,백반/가정식,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20221031,,4_50-75%,4_50-75%,4_50-75%,4_50-75%,3_25-50%,1_상위1구간,3.7818181818181817,45.5,114.72916666666667,38.09166666666667,23.991666666666664,19.870833333333334,6.370833333333334,2.7554499999999997,5.8815124999999995,17.317633333333333,19.610366666666668,38.0094875,0.59455,1.2184875,3.3531999999999997,3.8271333333333337,7.432179166666667,39.67125,9.035416666666666,6.3125,45.19583333333333,48.50416666666666,24,2024-12-01
EB8CAF5738,삼천***,장한평자동차,백반/가정식,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20230426,,5_75-90%,5_75-90%,4_50-75%,5_75-90%,5_75-90%,1_상위1구간,,2.3857142857142857,9.733333333333334,83.24761904761905,63.171428571428564,19.8,6.561904761904763,9.958034999999999,7.76014,11.02847,27.711505,30.120785,2.306965,1.2098600000000002,1.31153,3.7484949999999997,4.829215,19.519,16.5285,8.24736842105263,12.631578947368421,79.12105263157895,21,2024-12-01
056644D0B0,광주**,장한평자동차,백반/가정식,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20240913,,6_90%초과(하위 10% 이하),5_75-90%,4_50-75%,4_50-75%,4_50-75%,6_상위6구간(하위1구간),,18.2,36.2,77.075,57.075,18.224999999999998,7.05,0.0,14.26725,20.294625,29.6742,19.488925,0.0,2.2327500000000002,3.830375,4.7758,5.436075,14.65,60.847500000000004,6.25,66.075,27.7,4,2024-12-01
4912143622,장평**,장한평자동차,한식-육류/고기,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20240226,,5_75-90%,4_50-75%,4_50-75%,4_50-75%,4_50-75%,1_상위1구간,26.299999999999997,33.99090909090909,81.7,59.42727272727273,39.554545454545455,18.763636363636365,6.927272727272728,2.18244,7.66353,19.72874,23.81408,36.69468,0.22755999999999998,0.8364699999999999,2.13126,2.62592,4.05532,31.602999999999998,24.348000000000003,2.32,53.71,43.97,11,2024-12-01
5811A8E05B,이일******,장한평자동차,한식-단품요리일반,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20171205,,3_25-50%,5_75-90%,4_50-75%,5_75-90%,4_50-75%,1_상위1구간,,10.133333333333335,26.733333333333334,65.6375,47.36666666666667,19.8625,6.370833333333334,3.6810000000000005,3.7921791666666667,6.149720833333333,29.831845833333333,36.79486666666667,1.0273333333333332,0.8703208333333333,1.5461125000000002,7.8014875,8.505133333333333,35.21541666666666,7.365416666666667,3.8833333333333333,46.6625,49.4625,24,2024-12-01
C0B5FF000E,시골******,장한평자동차,한식-단품요리일반,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20210112,,4_50-75%,6_90%초과(하위 10% 이하),6_90%초과(하위 10% 이하),6_90%초과(하위 10% 이하),6_90%초과(하위 10% 이하),1_상위1구간,,11.145833333333334,20.625,62.42916666666667,42.708333333333336,16.904166666666665,6.370833333333334,2.047214285714286,9.652290476190476,18.666,27.488433333333337,22.9707,0.4670714285714286,2.2667571428571427,4.519714285714286,6.5401380952380945,5.400728571428571,41.97238095238095,2.2223809523809526,5.3100000000000005,56.529999999999994,38.11,24,2024-12-01
B16991A830,서울**,장한평자동차,한식-단품요리일반,서울특별시 성동구 자동차시장1길 70,,서울 성동구,20240618,,6_90%초과(하위 10% 이하),4_50-75%,4_50-75%,4_50-75%,4_50-75%,1_상위1구간,,19.32857142857143,51.042857142857144,73.84285714285714,52.31428571428571,18.514285714285712,7.114285714285714,0.0,10.802971428571428,10.510971428571429,36.61251428571428,32.71644285714286,0.0,1.2256,0.9890285714285714,3.8017714285714286,3.3407000000000004,25.08857142857143,39.55142857142857,7.185714285714285,59.028571428571425,33.81428571428571,7,2024-12-01
C71D78655F,그레******,장한평자동차,카페,서울특별시 성동구 자동차시장1길 85,,서울 성동구,20220324,20231018.0,6_90%초과(하위 10% 이하),5_75-90%,4_50-75%,4_50-75%,4_50-75%,6_상위6구간(하위1구간),12.08,33.45,36.33,45.0,29.93,12.120000000000001,5.9,10.72426,14.61196,12.84442,11.69953,10.67359,6.97574,9.50804,8.37558,7.610470000000001,6.966410000000001,40.314,5.582,4.57,35.65,59.77,10,2023-10-01
