ENCODED_MCT,MCT_NM,HPSN_MCT_BZN_CD_NM,HPSN_MCT_ZCD_NM,MCT_BSE_AR,MCT_BRD_NUM,MCT_SIGUNGU_NM,ARE_D,MCT_ME_D,MCT_OPE_MS_CN_latest,RC_M1_SAA_latest,RC_M1_TO_UE_CT_latest,RC_M1_UE_CUS_CN_latest,RC_M1_AV_NP_AT_latest,APV_CE_RAT_latest,DLV_SAA_RAT_mean,M1_SME_RY_SAA_RAT_mean,M1_SME_RY_CNT_RAT_mean,M12_SME_RY_SAA_PCE_RT_mean,M12_SME_BZN_SAA_PCE_RT_mean,M12_SME_RY_ME_MCT_RAT_mean,M12_SME_BZN_ME_MCT_RAT_mean,M12_MAL_1020_RAT_mean,M12_MAL_30_RAT_mean,M12_MAL_40_RAT_mean,M12_MAL_50_RAT_mean,M12_MAL_60_RAT_mean,M12_FME_1020_RAT_mean,M12_FME_30_RAT_mean,M12_FME_40_RAT_mean,M12_FME_50_RAT_mean,M12_FME_60_RAT_mean,MCT_UE_CLN_REU_RAT_mean,MCT_UE_CLN_NEW_RAT_mean,RC_M1_SHC_RSD_UE_CLN_RAT_mean,RC_M1_SHC_WP_UE_CLN_RAT_mean,RC_M1_SHC_FLP_UE_CLN_RAT_mean,data_month_count,latest_data_month
145BA84596,고향***,한양대,한식-찌개/전골,서울 성동구 사근동,,서울 성동구,20140618,,2_10-25%,4_50-75%,3_25-50%,3_25-50%,5_75-90%,1_상위1구간,,53.04583333333333,108.94166666666666,32.88333333333333,55.300000000000004,16.904166666666665,10.095833333333333,33.60324583333333,9.6105125,6.9796708333333335,15.235358333333332,4.471320833333333,14.2550875,4.168654166666667,2.9953291666666666,6.718808333333333,1.9620125,37.446666666666665,6.223333333333333,43.62083333333334,13.991666666666667,42.37916666666667,24,2024-12-01
E1C897591D,코페*,한양대,한식-단품요리일반,서울  성동구  행당동,,서울 성동구,20061023,,1_10%이하,1_10%이하,1_10%이하,1_10%이하,6_90%초과(하위 10% 이하),3_상위3구간,,426.14166666666665,5001.6375,2.5375,7.925000000000001,19.8625,10.095833333333333,30.580737499999998,6.1227875,3.1465416666666663,4.3639125000000005,0.998025,37.10259583333333,7.410545833333334,3.8034583333333334,5.277754166666667,1.201975,54.78666666666667,5.674166666666667,25.604166666666668,10.845833333333333,63.5625,24,2024-12-01
C1C06DF70A,설빙****,한양대,아이스크림/빙수,서울 성동구 마조로 9,아이스크림/빙수2,서울 성동구,20140623,,2_10-25%,2_10-25%,2_10-25%,2_10-25%,4_50-75%,2_상위2구간,49.32916666666667,460.06666666666666,255.475,0.6083333333333333,17.775000000000002,14.283333333333333,10.095833333333333,26.239825,5.0639625,4.086141666666666,4.2942,0.8150166666666667,38.52684166666666,7.465204166666666,6.001358333333333,6.314133333333333,1.20165,17.44875,7.156666666666666,37.791666666666664,3.6833333333333336,58.512499999999996,24,2024-12-01
7C3795DF2D,한양***********,한양대,식료품,서울  성동구  행당1동,,서울 성동구,20090311,,1_10%이하,4_50-75%,2_10-25%,2_10-25%,6_90%초과(하위 10% 이하),2_상위2구간,,47.44583333333333,302.8,13.216666666666667,53.1,9.466666666666667,10.095833333333333,42.6248375,3.0027041666666663,2.4424875,5.37105,0.5464291666666666,36.24182916666667,2.6347958333333334,2.086679166666667,4.57895,0.47023750000000003,57.442499999999995,5.695,24.433333333333334,3.716666666666667,71.83333333333333,24,2024-12-01
E9EB56D7EC,한양***,한양대,한식-육류/고기,서울  성동구  행당1동,,서울 성동구,20100719,,2_10-25%,3_25-50%,3_25-50%,3_25-50%,3_25-50%,1_상위1구간,,162.57916666666668,142.98749999999998,12.766666666666666,32.675000000000004,16.904166666666665,10.095833333333333,26.873258333333336,7.141041666666666,3.3382416666666668,4.284191666666667,0.48736666666666667,36.872575000000005,9.838125,4.578425,5.886641666666667,0.6793,17.904166666666665,8.039583333333333,34.80833333333333,9.245833333333334,55.94166666666666,24,2024-12-01
149BA1B7C7,써브******,한양대,샌드위치/토스트,서울 성동구 마조로 11,샌드위치/토스트2,서울 성동구,20020121,,1_10%이하,1_10%이하,1_10%이하,1_10%이하,4_50-75%,4_상위4구간,22.004166666666666,502.56666666666666,412.9458333333334,1.8958333333333333,3.954166666666667,13.491666666666667,10.095833333333333,31.5156625,7.1892375,3.612420833333333,6.162483333333333,1.1348458333333333,32.0218375,7.2940958333333334,3.6709125,6.25835,1.1526541666666668,38.47958333333333,5.861249999999999,39.59166666666667,8.174999999999999,52.25,24,2024-12-01
2AECA02B3A,대*,한양대,축산물,서울 성동구 마조로 17,,서울 성동구,20020430,,1_10%이하,4_50-75%,4_50-75%,4_50-75%,3_25-50%,1_상위1구간,,59.1625,35.30833333333333,27.995833333333334,48.34166666666667,11.816666666666668,10.095833333333333,13.169233333333333,8.650325,7.500216666666667,5.299666666666667,24.566487499999997,9.118266666666667,5.937175,5.21645,3.6045,16.941845833333335,42.63583333333333,5.771249999999999,65.89583333333333,17.6375,16.466666666666665,24,2024-12-01
11A66B8033,돼지*,한양대,한식-육류/고기,서울 성동구 마조로 17,,서울 성동구,20020321,,1_10%이하,3_25-50%,3_25-50%,3_25-50%,3_25-50%,5_상위5구간,,127.25833333333333,125.56666666666666,12.770833333333334,32.65416666666667,19.8625,10.095833333333333,45.79356666666666,10.340254166666666,5.356270833333333,6.500775,3.1640041666666665,18.5731,4.197245833333334,2.1687291666666666,2.6367249999999998,1.2818291666666666,17.729166666666668,6.710416666666667,41.704166666666666,4.8500000000000005,53.458333333333336,24,2024-12-01
CE3D519C06,장어**,한양대,한식-해물/생선,서울 성동구 마조로 17,,서울 성동구,20090617,,1_10%이하,2_10-25%,3_25-50%,2_10-25%,3_25-50%,1_상위1구간,,198.25,183.65,8.645833333333334,25.09166666666667,16.904166666666665,10.095833333333333,32.27702083333333,23.095541666666666,9.794974999999999,8.810629166666667,1.7636083333333332,10.277145833333334,7.425291666666666,3.1425249999999996,2.8393708333333336,0.5738916666666667,15.590416666666668,7.05125,30.770833333333332,10.091666666666667,59.112500000000004,24,2024-12-01
03A222EE9D,놀란*,한양대,한식-단품요리일반,서울 성동구 마조로 17,,서울 성동구,20140609,,2_10-25%,4_50-75%,4_50-75%,4_50-75%,2_10-25%,1_상위1구간,0.0,59.37916666666666,53.01666666666666,25.28333333333333,49.775,19.870833333333334,10.095833333333333,31.68914583333333,11.499629166666667,8.1110875,7.318733333333333,2.8445625,19.8941875,7.175370833333333,5.0889125,4.593766666666666,1.7721041666666666,13.985833333333332,6.334166666666667,36.36666666666667,7.0874999999999995,56.5375,24,2024-12-01
